Orthogroup	Node	Bootstrap	Paralog1	Paralog2
syn_tree/RAxML_bipartitions.0000713.cds.aln.raxml.out	N8	53	gnl_Aspof_V1_evm.model.AsparagusV1_03.448	gnl_Aspof_V1_evm.model.AsparagusV1_05.1680
syn_tree/RAxML_bipartitions.0000727.cds.aln.raxml.out	N14	4	gnl_Aspof_V1_evm.model.AsparagusV1_06.292	gnl_Aspof_V1_evm.model.AsparagusV1_07.3944
syn_tree/RAxML_bipartitions.0000727.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_06.1912	gnl_Aspof_V1_evm.model.AsparagusV1_07.3456
syn_tree/RAxML_bipartitions.0000731.cds.aln.raxml.out	N14	80	gnl_Aspof_V1_evm.model.AsparagusV1_01.2576	gnl_Aspof_V1_evm.model.AsparagusV1_05.2820
syn_tree/RAxML_bipartitions.0000733.cds.aln.raxml.out	N7	81	gnl_Aspof_V1_evm.model.AsparagusV1_02.70	gnl_Aspof_V1_evm.model.AsparagusV1_05.264
syn_tree/RAxML_bipartitions.0000733.cds.aln.raxml.out	N7	81	gnl_Aspof_V1_evm.model.AsparagusV1_02.70	gnl_Aspof_V1_evm.model.AsparagusV1_07.100
syn_tree/RAxML_bipartitions.0000735.cds.aln.raxml.out	N15	36	gnl_Aspof_V1_evm.model.AsparagusV1_03.2162	gnl_Aspof_V1_evm.model.AsparagusV1_08.1240
syn_tree/RAxML_bipartitions.0000736.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.663	gnl_Aspof_V1_evm.model.AsparagusV1_09.671
syn_tree/RAxML_bipartitions.0000742.cds.aln.raxml.out	N14	31	gnl_Aspof_V1_evm.model.AsparagusV1_03.214	gnl_Aspof_V1_evm.model.AsparagusV1_03.1790
syn_tree/RAxML_bipartitions.0000746.cds.aln.raxml.out	N7	98	gnl_Aspof_V1_evm.model.AsparagusV1_04.283	gnl_Aspof_V1_evm.model.AsparagusV1_10.1863
syn_tree/RAxML_bipartitions.0000753.cds.aln.raxml.out	N6	95	gnl_Aspof_V1_evm.model.AsparagusV1_03.1231	gnl_Aspof_V1_evm.model.AsparagusV1_07.3770
syn_tree/RAxML_bipartitions.0000755.cds.aln.raxml.out	N16	60	gnl_Aspof_V1_evm.model.AsparagusV1_07.769	gnl_Aspof_V1_evm.model.AsparagusV1_08.3293
syn_tree/RAxML_bipartitions.0000756.cds.aln.raxml.out	N6	92	gnl_Aspof_V1_evm.model.AsparagusV1_01.305	gnl_Aspof_V1_evm.model.AsparagusV1_05.2668
syn_tree/RAxML_bipartitions.0000769.cds.aln.raxml.out	N6	59	gnl_Aspof_V1_evm.model.AsparagusV1_04.1771	gnl_Aspof_V1_evm.model.AsparagusV1_10.1574
syn_tree/RAxML_bipartitions.0000770.cds.aln.raxml.out	N6	93	gnl_Aspof_V1_evm.model.AsparagusV1_01.28	gnl_Aspof_V1_evm.model.AsparagusV1_05.3434
syn_tree/RAxML_bipartitions.0000775.cds.aln.raxml.out	N6	65	gnl_Aspof_V1_evm.model.AsparagusV1_06.1850	gnl_Aspof_V1_evm.model.AsparagusV1_07.3376
syn_tree/RAxML_bipartitions.0000784.cds.aln.raxml.out	N7	76	gnl_Aspof_V1_evm.model.AsparagusV1_02.440	gnl_Aspof_V1_evm.model.AsparagusV1_09.1040
syn_tree/RAxML_bipartitions.0000792.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.16	gnl_Aspof_V1_evm.model.AsparagusV1_05.3400
syn_tree/RAxML_bipartitions.0000793.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_02.521	gnl_Aspof_V1_evm.model.AsparagusV1_09.373
syn_tree/RAxML_bipartitions.0000807.cds.aln.raxml.out	N7	100	gnl_Aspof_V1_evm.model.AsparagusV1_05.511	gnl_Aspof_V1_evm.model.AsparagusV1_07.445
syn_tree/RAxML_bipartitions.0000810.cds.aln.raxml.out	N6	96	gnl_Aspof_V1_evm.model.AsparagusV1_01.138	gnl_Aspof_V1_evm.model.AsparagusV1_05.3255
syn_tree/RAxML_bipartitions.0000816.cds.aln.raxml.out	N7	36	gnl_Aspof_V1_evm.model.AsparagusV1_02.780	gnl_Aspof_V1_evm.model.AsparagusV1_09.101
syn_tree/RAxML_bipartitions.0000821.cds.aln.raxml.out	N16	93	gnl_Aspof_V1_evm.model.AsparagusV1_01.155	gnl_Aspof_V1_evm.model.AsparagusV1_05.3221
syn_tree/RAxML_bipartitions.0000823.cds.aln.raxml.out	N6	98	gnl_Aspof_V1_evm.model.AsparagusV1_04.1877	gnl_Aspof_V1_evm.model.AsparagusV1_10.1444
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N14	25	gnl_Aspof_V1_evm.model.AsparagusV1_02.184	gnl_Aspof_V1_evm.model.AsparagusV1_07.271
syn_tree/RAxML_bipartitions.0000825.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_02.184	gnl_Aspof_V1_evm.model.AsparagusV1_08.3495
syn_tree/RAxML_bipartitions.0000832.cds.aln.raxml.out	N6	96	gnl_Aspof_V1_evm.model.AsparagusV1_04.2189	gnl_Aspof_V1_evm.model.AsparagusV1_10.200
syn_tree/RAxML_bipartitions.0000843.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_05.68	gnl_Aspof_V1_evm.model.AsparagusV1_07.1624
syn_tree/RAxML_bipartitions.0000844.cds.aln.raxml.out	N15	18	gnl_Aspof_V1_evm.model.AsparagusV1_07.201	gnl_Aspof_V1_evm.model.AsparagusV1_08.3513
syn_tree/RAxML_bipartitions.0000845.cds.aln.raxml.out	N6	88	gnl_Aspof_V1_evm.model.AsparagusV1_04.2566	gnl_Aspof_V1_evm.model.AsparagusV1_10.528
syn_tree/RAxML_bipartitions.0000880.cds.aln.raxml.out	N14	37	gnl_Aspof_V1_evm.model.AsparagusV1_05.2574	gnl_Aspof_V1_evm.model.AsparagusV1_05.3432
syn_tree/RAxML_bipartitions.0000894.cds.aln.raxml.out	N6	94	gnl_Aspof_V1_evm.model.AsparagusV1_01.2787	gnl_Aspof_V1_evm.model.AsparagusV1_06.597
syn_tree/RAxML_bipartitions.0000900.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.141	gnl_Aspof_V1_evm.model.AsparagusV1_05.3229
syn_tree/RAxML_bipartitions.0000913.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.583	gnl_Aspof_V1_evm.model.AsparagusV1_05.2269
syn_tree/RAxML_bipartitions.0000919.cds.aln.raxml.out	N16	24	gnl_Aspof_V1_evm.model.AsparagusV1_07.2932	gnl_Aspof_V1_evm.model.AsparagusV1_08.1273
syn_tree/RAxML_bipartitions.0000921.cds.aln.raxml.out	N6	48	gnl_Aspof_V1_evm.model.AsparagusV1_06.489	gnl_Aspof_V1_evm.model.AsparagusV1_08.2803
syn_tree/RAxML_bipartitions.0000931.cds.aln.raxml.out	N14	98	gnl_Aspof_V1_evm.model.AsparagusV1_03.215	gnl_Aspof_V1_evm.model.AsparagusV1_03.1791
syn_tree/RAxML_bipartitions.0000933.cds.aln.raxml.out	N16	13	gnl_Aspof_V1_evm.model.AsparagusV1_09.26	gnl_Aspof_V1_evm.model.AsparagusV1_10.1726
syn_tree/RAxML_bipartitions.0000937.cds.aln.raxml.out	N17	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.805	gnl_Aspof_V1_evm.model.AsparagusV1_09.38
syn_tree/RAxML_bipartitions.0000937.cds.aln.raxml.out	N17	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.821	gnl_Aspof_V1_evm.model.AsparagusV1_04.650
syn_tree/RAxML_bipartitions.0000949.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.692	gnl_Aspof_V1_evm.model.AsparagusV1_09.751
syn_tree/RAxML_bipartitions.0000949.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.693	gnl_Aspof_V1_evm.model.AsparagusV1_09.751
syn_tree/RAxML_bipartitions.0000949.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.691	gnl_Aspof_V1_evm.model.AsparagusV1_09.751
syn_tree/RAxML_bipartitions.0000960.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.430	gnl_Aspof_V1_evm.model.AsparagusV1_05.1832
syn_tree/RAxML_bipartitions.0000971.cds.aln.raxml.out	N6	70	gnl_Aspof_V1_evm.model.AsparagusV1_01.569	gnl_Aspof_V1_evm.model.AsparagusV1_05.2233
syn_tree/RAxML_bipartitions.0000976.cds.aln.raxml.out	N17	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.1117	gnl_Aspof_V1_evm.model.AsparagusV1_09.1405
syn_tree/RAxML_bipartitions.0000976.cds.aln.raxml.out	N17	100	gnl_Aspof_V1_evm.model.AsparagusV1_02.1118	gnl_Aspof_V1_evm.model.AsparagusV1_09.1405
syn_tree/RAxML_bipartitions.0000977.cds.aln.raxml.out	N7	81	gnl_Aspof_V1_evm.model.AsparagusV1_02.21	gnl_Aspof_V1_evm.model.AsparagusV1_07.13
syn_tree/RAxML_bipartitions.0000983.cds.aln.raxml.out	N7	42	gnl_Aspof_V1_evm.model.AsparagusV1_03.1053	gnl_Aspof_V1_evm.model.AsparagusV1_07.3839
syn_tree/RAxML_bipartitions.0000984.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_03.752	gnl_Aspof_V1_evm.model.AsparagusV1_07.3110
syn_tree/RAxML_bipartitions.0000989.cds.aln.raxml.out	N17	78	gnl_Aspof_V1_evm.model.AsparagusV1_02.817	gnl_Aspof_V1_evm.model.AsparagusV1_04.657
syn_tree/RAxML_bipartitions.0001002.cds.aln.raxml.out	N7	45	gnl_Aspof_V1_evm.model.AsparagusV1_04.1073	gnl_Aspof_V1_evm.model.AsparagusV1_10.160
syn_tree/RAxML_bipartitions.0001024.cds.aln.raxml.out	N6	65	gnl_Aspof_V1_evm.model.AsparagusV1_05.930	gnl_Aspof_V1_evm.model.AsparagusV1_07.989
syn_tree/RAxML_bipartitions.0001036.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_02.678	gnl_Aspof_V1_evm.model.AsparagusV1_09.723
syn_tree/RAxML_bipartitions.0001038.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_01.160	gnl_Aspof_V1_evm.model.AsparagusV1_05.3199
syn_tree/RAxML_bipartitions.0001058.cds.aln.raxml.out	N15	35	gnl_Aspof_V1_evm.model.AsparagusV1_04.716	gnl_Aspof_V1_evm.model.AsparagusV1_09.89
syn_tree/RAxML_bipartitions.0001064.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_04.1433	gnl_Aspof_V1_evm.model.AsparagusV1_10.105
syn_tree/RAxML_bipartitions.0001081.cds.aln.raxml.out	N6	60	gnl_Aspof_V1_evm.model.AsparagusV1_01.459	gnl_Aspof_V1_evm.model.AsparagusV1_05.1898
syn_tree/RAxML_bipartitions.0001091.cds.aln.raxml.out	N6	36	gnl_Aspof_V1_evm.model.AsparagusV1_05.494	gnl_Aspof_V1_evm.model.AsparagusV1_07.672
